codigo_articulo,categoria,existencias_iniciales,total_entradas,total_salidas,existencias_actuales,tasa_rotacion,tiene_precio,tiene_proveedor,frecuencia_salidas,frecuencia_entradas,necesita_reposicion,origen
0260HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0338GE,"Gelatina, postres",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0701,Aves,37.0,6.0,4.51,38.49,0.1049,0,1,4,2,0,sintetico
SINT0423,Azucar,6.0,5.0,2.89,8.37,0.2566,0,0,4,3,0,sintetico
0521CE,Cerdo,0.0,0.79,0.0,0.79,0.0,0,1,0,1,1,real
SINT0706,Aves,19.0,6.0,3.78,21.22,0.1512,0,1,6,3,0,sintetico
SINT0327,Harina,0.0,0.0,0.34,-0.34,0.0,0,0,4,1,1,sintetico
SINT0347,Limpieza,0.0,5.0,7.97,-2.97,1.594,0,0,5,2,1,sintetico
SINT0275,Infusion,0.0,1.0,3.58,-2.58,3.58,0,0,4,0,1,sintetico
SINT0116,Lacteos,0.0,6.0,13.85,-7.85,2.3083,0,1,7,4,1,sintetico
SINT0372,Limpieza,0.0,1.0,2.04,-1.04,2.04,0,1,3,3,1,sintetico
0527CE,Cerdo,1.0,2.74,0.0,3.74,0.0,0,1,0,1,1,real
0023ME,Menestras,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,real
0360FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0129,Infusion,0.0,8.0,12.47,-4.47,1.5588,0,0,5,3,1,sintetico
0343GE,"Gelatina, postres",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0435MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0478HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0220IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0481,"Condimentos, Salsas, cremas",37.0,0.0,0.53,36.47,0.0143,0,0,6,5,0,sintetico
SINT0755,Infusion,17.0,9.0,7.95,18.05,0.3058,0,1,3,2,0,sintetico
SINT0722,Infusion,12.0,5.0,3.7,13.11,0.2201,0,0,5,3,0,sintetico
SINT0782,Limpieza,38.0,2.0,1.64,38.36,0.041,0,1,2,4,0,sintetico
0095AC,Aceite,30.0,0.0,0.0,30.0,0.0,0,1,0,0,0,real
SINT0133,"Condimentos, Salsas, cremas",0.0,0.0,0.11,-0.11,0.0,0,0,5,3,1,sintetico
SINT0041,Infusion,0.0,3.0,6.82,-3.82,2.2733,1,0,4,1,1,sintetico
SINT0264,Fideos,8.0,6.0,14.95,-0.95,1.0679,0,1,4,3,1,sintetico
SINT0883,Menestras,48.0,4.0,2.86,49.14,0.055,0,1,4,3,0,sintetico
SINT0574,Lacteos,29.0,0.0,1.75,27.25,0.0603,0,0,2,6,0,sintetico
SINT0352,Azucar,0.0,0.0,0.28,-0.28,0.0,0,0,5,3,1,sintetico
0156CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0018,Cereal,0.0,0.0,0.59,-0.59,0.0,0,0,3,2,1,sintetico
SINT0842,"Gelatina, postres",10.0,0.0,0.48,9.11,0.0501,0,0,2,4,0,sintetico
SINT0860,Instantaneo,19.0,8.0,4.5,22.5,0.1667,0,0,2,6,0,sintetico
SINT0528,Aceite,16.0,4.0,3.03,16.97,0.1515,0,0,2,5,0,sintetico
0586LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0210,Vacuno,0.0,2.0,5.47,-3.47,2.735,0,0,3,3,1,sintetico
SINT0284,Conserva,8.0,5.0,9.52,3.14,0.7522,0,0,5,1,1,sintetico
SINT0279,Instantaneo,0.0,0.0,1.03,-1.03,0.0,0,0,5,1,1,sintetico
0493AV,Aves,0.0,5.0,215.0,-210.0,43.0,0,0,45,1,1,real
0565LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0598,Limpieza,11.0,2.0,1.93,11.07,0.1485,0,0,2,5,0,sintetico
SINT0223,"Condimentos, Salsas, cremas",4.0,0.0,0.73,3.66,0.1665,0,0,5,1,1,sintetico
SINT0713,Infusion,25.0,4.0,1.47,27.53,0.0507,0,0,4,3,0,sintetico
0518CE,Cerdo,0.0,9.9,2.0,7.9,0.20202020202020202,0,1,1,4,0,real
0639LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0466,"Condimentos, Salsas, cremas",46.0,9.0,2.68,52.32,0.0487,1,0,3,3,0,sintetico
SINT0095,Infusion,5.0,7.0,12.49,-0.49,1.0408,0,1,5,4,1,sintetico
SINT0092,Aceite,0.0,3.0,7.56,-4.56,2.52,0,0,4,1,1,sintetico
SINT0823,Aves,6.0,2.0,1.19,6.81,0.1488,0,0,5,2,0,sintetico
0119CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0054,Conserva,4.0,6.0,5.36,4.64,0.536,0,1,1,3,1,sintetico
SINT0539,"Condimentos, Salsas, cremas",20.0,3.0,1.89,21.11,0.0822,0,0,1,2,0,sintetico
SINT0158,Menestras,0.0,8.0,15.22,-7.22,1.9025,0,0,5,1,1,sintetico
0122CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0662LI,Limpieza,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,real
SINT0001,"Gelatina, postres",0.0,0.0,0.39,-0.39,0.0,0,0,5,1,1,sintetico
0641LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0373IN,Infusion,0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,real
0271CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0661LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0519,Limpieza,2.0,5.0,1.27,5.6,0.1849,0,1,2,2,0,sintetico
SINT0281,"Condimentos, Salsas, cremas",0.0,3.0,5.05,-2.05,1.6833,0,0,3,3,1,sintetico
SINT0365,"Condimentos, Salsas, cremas",8.0,6.0,10.73,3.27,0.7664,0,0,3,0,1,sintetico
0048ME,Menestras,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real
SINT0496,Limpieza,10.0,0.0,2.47,7.53,0.247,0,1,1,3,0,sintetico
SINT0581,Harina,44.0,3.0,2.79,44.21,0.0594,0,0,4,1,0,sintetico
SINT0208,Limpieza,0.0,5.0,9.05,-4.05,1.81,0,0,3,2,1,sintetico
SINT0787,Menestras,49.0,5.0,1.96,52.04,0.0363,0,1,4,2,0,sintetico
SINT0188,Vacuno,6.0,0.0,1.67,3.83,0.3034,0,0,3,2,1,sintetico
SINT0102,"Condimentos, Salsas, cremas",1.0,5.0,8.09,-2.09,1.3483,0,1,5,3,1,sintetico
0005ME,Menestras,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real
SINT0777,"Condimentos, Salsas, cremas",27.0,0.0,0.11,26.89,0.0041,1,0,2,4,0,sintetico
SINT0676,Aves,8.0,0.0,1.42,6.81,0.1726,0,0,0,2,0,sintetico
0266CN,"Condimentos, Salsas, cremas",356.0,11.0,20.0,347.0,0.05449591280653951,1,0,16,6,0,real
SINT0364,Frutos secos,3.0,0.0,0.86,2.14,0.2867,0,0,3,4,1,sintetico
SINT0200,Harina,0.0,8.0,7.96,0.04,0.995,0,1,6,0,1,sintetico
0447FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0628,Snacks,25.0,0.0,0.01,24.99,0.0004,0,0,3,8,0,sintetico
SINT0757,Lacteos,18.0,4.0,2.97,19.03,0.135,0,0,6,3,0,sintetico
SINT0060,"Condimentos, Salsas, cremas",0.0,0.0,0.19,-0.19,0.0,0,0,5,2,1,sintetico
SINT0474,Limpieza,33.0,6.0,1.69,37.31,0.0433,0,0,3,3,0,sintetico
0306CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0515,"Condimentos, Salsas, cremas",8.0,0.0,0.41,8.0,0.0487,0,0,2,5,0,sintetico
0316CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
0152CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0457,Lacteos,32.0,3.0,3.06,31.94,0.0874,1,0,2,3,0,sintetico
SINT0844,Limpieza,26.0,0.0,0.51,25.49,0.0196,1,1,3,3,0,sintetico
0580LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
0052ME,Menestras,12.0,0.0,3.0,9.0,0.25,0,1,1,0,0,real
SINT0048,Vacuno,0.0,0.0,0.2,-0.2,0.0,0,1,6,3,1,sintetico
SINT0601,Menestras,38.0,0.0,0.51,37.49,0.0134,0,0,1,4,0,sintetico
SINT0941,Vacuno,6.0,6.0,1.65,10.35,0.1375,0,0,4,4,0,sintetico
SINT0182,"Mermelada, mantequilla",0.0,0.0,0.77,-0.77,0.0,0,0,5,2,1,sintetico
SINT0329,Menestras,0.0,0.0,0.08,-0.08,0.0,1,0,4,1,1,sintetico
0475HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0501,Limpieza,43.0,6.0,1.57,47.43,0.032,0,0,4,4,0,sintetico
0659LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0403LA,Lacteos,35.0,1.0,0.0,36.0,0.0,0,0,0,1,0,real
0517AV,Aves,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0323CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
0020ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0678,Menestras,18.0,4.0,4.31,17.69,0.1959,0,1,1,3,0,sintetico
0036ME,Menestras,8.0,0.0,0.0,8.0,0.0,0,0,0,0,0,real
SINT0049,Menestras,0.0,1.0,4.0,-3.0,4.0,0,0,5,2,1,sintetico
SINT0822,Limpieza,47.0,0.0,0.29,46.71,0.0062,0,0,1,4,0,sintetico
SINT0553,"Condimentos, Salsas, cremas",15.0,3.0,1.87,16.13,0.1039,0,0,3,3,0,sintetico
0411LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0204,Harina,0.0,7.0,9.85,-2.85,1.4071,1,0,5,2,1,sintetico
0543VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0307,"Condimentos, Salsas, cremas",0.0,7.0,16.87,-9.87,2.41,0,1,5,4,1,sintetico
SINT0234,Menestras,0.0,4.0,4.56,-0.56,1.14,0,0,5,1,1,sintetico
SINT0356,Limpieza,5.0,5.0,7.99,2.01,0.799,0,0,4,1,1,sintetico
0248HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0665,Infusion,49.0,6.0,2.95,52.05,0.0536,0,1,6,4,0,sintetico
SINT0644,"Mermelada, mantequilla",26.0,7.0,2.08,30.92,0.063,1,0,1,3,0,sintetico
0495AV,Aves,0.0,1.81,0.0,1.81,0.0,0,0,0,2,1,real
0157CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0239,Menestras,0.0,3.0,4.14,-1.14,1.38,0,0,5,3,1,sintetico
SINT0486,Limpieza,47.0,0.0,0.72,46.28,0.0153,0,0,0,3,0,sintetico
0631LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0626,Instantaneo,10.0,4.0,2.03,11.97,0.145,0,0,3,6,0,sintetico
0575LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0937,"Condimentos, Salsas, cremas",8.0,3.0,1.19,9.81,0.1082,0,0,4,4,0,sintetico
0018ME,Menestras,0.0,0.0,3.0,-3.0,0.0,0,1,1,0,1,real
0130CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0017,Vacuno,0.0,7.0,13.79,-6.79,1.97,1,0,2,2,1,sintetico
SINT0191,Fideos,7.0,7.0,10.51,3.82,0.7335,0,1,6,2,1,sintetico
SINT0084,"Condimentos, Salsas, cremas",0.0,0.0,0.45,-0.45,0.0,0,0,3,3,1,sintetico
SINT0440,Conserva,24.0,6.0,3.68,26.32,0.1227,0,0,4,3,0,sintetico
SINT0459,Harina,21.0,8.0,6.31,22.69,0.2176,0,0,3,3,0,sintetico
0193AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0074,Aves,0.0,3.0,6.85,-3.85,2.2833,0,0,3,2,1,sintetico
SINT0707,Instantaneo,15.0,10.0,4.71,20.29,0.1884,0,1,2,3,0,sintetico
SINT0020,Harina,0.0,3.0,7.92,-4.92,2.64,0,0,4,2,1,sintetico
SINT0325,Aceite,0.0,4.0,8.99,-4.99,2.2475,0,1,6,2,1,sintetico
0612LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0183CR,Cereal,2.0,0.0,0.25,1.75,0.125,0,0,1,0,1,real
0303CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0502AV,Aves,0.0,0.95,0.0,0.95,0.0,0,1,0,1,1,real
SINT0233,Infusion,0.0,6.0,7.15,-1.15,1.1917,0,1,5,2,1,sintetico
SINT0143,"Condimentos, Salsas, cremas",0.0,8.0,13.21,-5.21,1.6512,0,0,4,0,1,sintetico
SINT0150,"Mermelada, mantequilla",0.0,3.0,5.48,-2.48,1.8267,0,0,4,2,1,sintetico
0523CE,Cerdo,1.0,3.2,0.0,4.2,0.0,0,0,0,2,1,real
SINT0185,Azucar,0.0,2.0,2.65,-0.65,1.325,0,0,4,0,1,sintetico
0481HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0160CR,Cereal,38.0,23.0,52.0,9.0,0.8524590163934426,1,0,49,14,0,real
SINT0263,Vacuno,0.0,0.0,0.21,-0.21,0.0,0,0,7,3,1,sintetico
SINT0222,Limpieza,0.0,2.0,3.2,-1.2,1.6,0,0,3,2,1,sintetico
0017ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0108,Menestras,5.0,1.0,2.78,3.51,0.4418,0,0,6,3,1,sintetico
SINT0413,Limpieza,28.0,0.0,1.36,26.64,0.0486,0,1,3,3,0,sintetico
0552VA,Vacuno,0.0,1.62,0.0,1.62,0.0,0,1,0,1,1,real
0664LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0651,Limpieza,18.0,0.0,1.45,16.55,0.0806,0,0,0,3,0,sintetico
SINT0477,Frutos secos,15.0,4.0,3.14,15.86,0.1653,1,0,3,2,0,sintetico
SINT0958,Infusion,25.0,7.0,2.44,29.56,0.0762,0,0,2,4,0,sintetico
SINT0587,Vacuno,29.0,6.0,3.5,31.5,0.1,0,0,4,4,0,sintetico
SINT0726,Menestras,24.0,3.0,1.62,25.38,0.06,1,1,4,2,0,sintetico
0286CN,"Condimentos, Salsas, cremas",11.0,0.0,0.0,11.0,0.0,0,0,0,0,0,real
SINT0534,Vacuno,48.0,2.0,1.77,48.23,0.0354,0,0,0,2,0,sintetico
SINT0187,Vacuno,0.0,0.0,1.18,-1.18,0.0,0,0,4,3,1,sintetico
0228IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0027ME,Menestras,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,real
SINT0839,Harina,39.0,0.0,0.08,38.92,0.0021,0,1,6,6,0,sintetico
0441FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0189,Menestras,5.0,0.0,1.52,3.48,0.304,0,0,3,3,1,sintetico
0232IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0038ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0107,Aceite,0.0,6.0,13.09,-7.09,2.1817,0,0,4,2,1,sintetico
SINT0773,Azucar,4.0,5.0,2.17,7.29,0.2293,0,0,1,3,0,sintetico
0474HU,Huevos,125.0,254.0,1341.0,-962.0,3.538258575197889,0,0,55,6,1,real
SINT0641,Harina,41.0,3.0,1.59,42.41,0.0361,0,0,2,3,0,sintetico
SINT0955,Cereal,39.0,4.0,1.5,41.5,0.0349,1,0,2,1,0,sintetico
SINT0859,Instantaneo,9.0,8.0,3.54,13.87,0.2033,0,0,1,2,0,sintetico
SINT0418,Fideos,8.0,0.0,0.0,8.29,0.0,0,0,7,4,0,sintetico
0645LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0869,Fideos,42.0,3.0,0.79,44.21,0.0176,0,0,4,7,0,sintetico
SINT0446,Aves,24.0,6.0,3.14,26.86,0.1047,0,0,4,4,0,sintetico
SINT0593,Infusion,20.0,5.0,2.38,22.62,0.0952,0,0,5,4,0,sintetico
SINT0463,"Mermelada, mantequilla",32.0,6.0,2.68,35.32,0.0705,0,0,0,3,0,sintetico
SINT0157,Aceite,0.0,6.0,7.11,-1.11,1.185,0,0,8,0,1,sintetico
SINT0573,Snacks,3.0,4.0,1.93,5.07,0.2757,0,0,2,3,0,sintetico
SINT0425,Menestras,22.0,4.0,1.44,24.56,0.0554,0,0,6,2,0,sintetico
0163CR,Cereal,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,real
SINT0603,Aves,16.0,3.0,1.0,18.0,0.0526,0,0,4,7,0,sintetico
SINT0383,Fideos,0.0,9.0,19.93,-10.93,2.2144,0,0,4,4,1,sintetico
SINT0721,Menestras,8.0,5.0,4.49,8.51,0.3454,0,0,1,3,0,sintetico
SINT0887,Conserva,22.0,6.0,3.91,24.09,0.1396,0,0,3,4,0,sintetico
SINT0613,Cereal,6.0,0.0,0.02,6.11,0.0033,0,0,2,6,0,sintetico
SINT0033,Frutos secos,6.0,2.0,4.07,3.43,0.5425,0,0,7,2,1,sintetico
0155CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0230,Instantaneo,0.0,3.0,5.58,-2.58,1.86,0,0,5,1,1,sintetico
0515AV,Aves,0.0,0.85,0.0,0.85,0.0,0,1,0,1,1,real
SINT0885,Limpieza,15.0,6.0,2.79,18.21,0.1329,1,0,0,4,0,sintetico
SINT0124,Menestras,0.0,6.0,5.75,0.25,0.9583,0,0,4,3,1,sintetico
SINT0159,Aceite,7.0,4.0,7.47,3.53,0.6792,0,0,6,1,1,sintetico
0105AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0592LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0085,"Condimentos, Salsas, cremas",0.0,0.0,1.87,-1.87,0.0,0,0,5,1,1,sintetico
SINT0390,Huevos,5.0,2.0,2.86,3.78,0.4308,0,0,5,0,1,sintetico
0055ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
0154CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0407LA,Lacteos,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real
SINT0243,"Condimentos, Salsas, cremas",0.0,7.0,10.5,-3.5,1.5,0,0,4,0,1,sintetico
0210IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0252,Snacks,9.0,3.0,8.31,3.94,0.6781,0,0,7,2,1,sintetico
SINT0653,Menestras,23.0,5.0,1.6,26.4,0.0571,0,0,5,5,0,sintetico
SINT0639,Lacteos,45.0,4.0,2.07,46.93,0.0422,0,0,3,4,0,sintetico
0009ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
SINT0316,Cereal,4.0,0.0,0.71,3.42,0.172,0,0,5,1,1,sintetico
SINT0460,"Condimentos, Salsas, cremas",41.0,3.0,1.65,42.35,0.0375,0,0,1,2,0,sintetico
SINT0145,Limpieza,0.0,3.0,5.33,-2.33,1.7767,0,1,4,2,1,sintetico
0457SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0256HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0704,Limpieza,10.0,3.0,3.31,9.39,0.2606,0,1,3,5,0,sintetico
SINT0249,Snacks,0.0,6.0,7.94,-1.94,1.3233,0,0,3,0,1,sintetico
SINT0744,Lacteos,7.0,8.0,3.96,11.04,0.264,0,0,5,2,0,sintetico
SINT0535,Infusion,15.0,10.0,1.86,23.14,0.0744,0,1,3,2,0,sintetico
SINT0821,Conserva,40.0,4.0,3.5,40.5,0.0795,0,0,2,2,0,sintetico
0629LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0348FI,Fideos,0.0,6.0,1.0,5.0,0.16666666666666666,0,0,1,5,0,real
SINT0339,Limpieza,0.0,3.0,7.49,-4.49,2.4967,1,0,4,1,1,sintetico
0265CN,"Condimentos, Salsas, cremas",0.0,0.0,4.0,-4.0,0.0,0,0,3,0,1,real
SINT0037,Limpieza,5.0,4.0,8.83,0.17,0.9811,0,1,5,2,1,sintetico
0153CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0477HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0646LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0099,Limpieza,0.0,1.0,1.67,-0.67,1.67,0,0,4,0,1,sintetico
SINT0461,Conserva,36.0,0.0,0.18,35.82,0.005,0,0,2,1,0,sintetico
0556VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0286,Infusion,8.0,7.0,10.87,3.96,0.7332,0,0,4,2,1,sintetico
0494AV,Aves,0.0,4.335,0.0,4.335,0.0,0,0,0,1,1,real
SINT0612,Harina,15.0,0.0,0.5,14.5,0.0333,0,1,6,3,0,sintetico
SINT0756,Harina,7.0,4.0,1.47,9.85,0.1299,0,0,0,3,0,sintetico
0149CR,Cereal,22.0,5.0,68.5,-41.5,2.537037037037037,1,0,60,4,1,real
SINT0315,Aves,5.0,0.0,1.8,3.51,0.3388,1,0,5,4,1,sintetico
0406LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0009,Aves,0.0,5.0,13.45,-8.45,2.69,0,0,6,3,1,sintetico
SINT0724,Menestras,6.0,0.0,0.18,5.82,0.03,0,0,2,2,0,sintetico
0665LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0732,Limpieza,18.0,4.0,3.52,18.48,0.16,0,0,2,3,0,sintetico
0468SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0750,"Condimentos, Salsas, cremas",23.0,0.0,0.12,22.88,0.0052,0,0,2,2,0,sintetico
0189AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0525,Harina,10.0,6.0,4.83,11.17,0.3019,0,0,2,3,0,sintetico
SINT0943,"Mermelada, mantequilla",4.0,4.0,2.55,5.45,0.3188,0,0,2,3,0,sintetico
0614LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0146CR,Cereal,9.0,0.0,0.0,9.0,0.0,0,0,0,0,0,real
SINT0590,Menestras,23.0,6.0,3.85,25.15,0.1328,0,0,2,2,0,sintetico
SINT0482,Menestras,22.0,9.0,7.5,23.5,0.2419,0,1,5,2,0,sintetico
0200AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0836,Instantaneo,13.0,8.0,2.44,18.56,0.1162,0,0,2,4,0,sintetico
0282CN,"Condimentos, Salsas, cremas",40.0,0.0,0.0,40.0,0.0,0,0,0,0,0,real
0296CN,"Condimentos, Salsas, cremas",9.0,0.0,0.0,9.0,0.0,0,0,0,0,0,real
SINT0406,Cereal,12.0,0.0,1.36,10.64,0.1133,0,0,3,4,0,sintetico
0404LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0125CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0630,Fideos,18.0,7.0,2.15,22.85,0.086,0,0,3,4,0,sintetico
0205AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0309,Menestras,0.0,0.0,0.57,-0.57,0.0,0,0,2,1,1,sintetico
0249HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0112,Frutos secos,4.0,4.0,4.71,3.46,0.5768,0,0,5,0,1,sintetico
SINT0686,Instantaneo,36.0,0.0,0.66,35.34,0.0183,0,0,1,3,0,sintetico
SINT0251,"Condimentos, Salsas, cremas",0.0,0.0,1.36,-1.36,0.0,0,0,4,1,1,sintetico
SINT0336,Snacks,5.0,0.0,1.15,3.73,0.2355,0,0,4,1,1,sintetico
SINT0752,Cerdo,11.0,2.0,1.48,11.52,0.1138,0,0,2,2,0,sintetico
0388IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0855,Infusion,9.0,0.0,0.44,8.56,0.0489,0,0,3,4,0,sintetico
SINT0363,Vacuno,0.0,6.0,5.93,0.07,0.9883,0,0,4,3,1,sintetico
0222IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0647LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
0002ME,Menestras,0.0,0.0,3.0,-3.0,0.0,1,0,1,0,1,real
0115CO,Conserva,0.0,1.0,0.0,1.0,0.0,0,1,0,1,1,real
SINT0319,Menestras,0.0,4.0,9.13,-5.13,2.2825,0,0,3,3,1,sintetico
SINT0775,Cerdo,14.0,3.0,2.43,14.34,0.1449,0,0,3,4,0,sintetico
SINT0900,Menestras,8.0,0.0,0.11,7.89,0.0138,0,0,2,5,0,sintetico
SINT0505,Limpieza,36.0,7.0,2.92,40.08,0.0679,0,0,4,2,0,sintetico
SINT0415,Limpieza,22.0,0.0,0.08,21.92,0.0036,1,1,5,4,0,sintetico
SINT0246,Cereal,0.0,5.0,10.6,-5.6,2.12,0,0,4,0,1,sintetico
SINT0759,Cereal,27.0,5.0,1.98,30.02,0.0619,0,0,0,6,0,sintetico
SINT0768,Harina,41.0,0.0,0.46,40.54,0.0112,0,1,3,5,0,sintetico
0445FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0669,Limpieza,29.0,3.0,1.23,30.77,0.0384,0,0,2,2,0,sintetico
SINT0470,Cereal,16.0,1.0,1.54,15.46,0.0906,0,1,0,6,0,sintetico
SINT0608,Conserva,47.0,4.0,1.72,49.28,0.0337,0,0,1,5,0,sintetico
0670EM,Embutidos,0.0,21.0,0.0,21.0,0.0,1,0,0,4,0,real
SINT0880,Menestras,17.0,6.0,2.99,20.01,0.13,0,0,3,3,0,sintetico
SINT0399,Aceite,7.0,7.0,10.6,3.68,0.7424,0,0,2,2,1,sintetico
SINT0035,Lacteos,0.0,5.0,5.84,-0.84,1.168,0,0,3,1,1,sintetico
0320CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real
0654LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real
SINT0509,Azucar,7.0,11.0,3.29,14.71,0.1828,0,0,3,3,0,sintetico
SINT0346,Harina,0.0,1.0,1.56,-0.56,1.56,0,0,2,3,1,sintetico
SINT0550,Frutos secos,26.0,5.0,4.4,26.6,0.1419,0,0,1,1,0,sintetico
SINT0255,Vacuno,4.0,0.0,0.55,3.48,0.1364,0,0,3,0,1,sintetico
