codigo_articulo,categoria,existencias_iniciales,total_entradas,total_salidas,existencias_actuales,tasa_rotacion,tiene_precio,tiene_proveedor,frecuencia_salidas,frecuencia_entradas,necesita_reposicion,origen,nombre_producto,presentacion,unidad_medida,categoria_general,es_producto
SINT0586,Menestras,7.0,3.0,1.75,8.14,0.177,0,0,6,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0902,Conserva,8.0,3.0,1.87,8.84,0.1747,0,0,3,5,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0590LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lejía líquida 10 lt,10 lt,unidad,Limpieza e higiene,True
0213IN,Instantaneo,2.0,1.0,0.0,3.0,0.0,0,0,0,1,1,real,Cafe Instantaneo 180 gr,180 gr,unidad,Bebidas e infusiones,True
SINT0979,Limpieza,8.0,4.0,4.01,7.99,0.3342,0,1,4,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0146,Harina,0.0,0.0,0.95,-0.95,0.0,1,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0828,Vacuno,33.0,4.0,1.26,35.74,0.0341,0,1,7,2,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0347FI,Fideos,184.0,81.0,38.0,227.0,0.1433962264150943,1,0,12,23,0,real,Fideos cortos 250 gr,250 gr,kg,Cereales y farináceos,True
0588LI,Limpieza,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,real,Lejía líquida 4 lt,4 lt,unidad,Limpieza e higiene,True
SINT0348,"Condimentos, Salsas, cremas",1.0,0.0,1.45,-0.45,1.45,0,1,4,1,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0094,Instantaneo,0.0,2.0,5.94,-3.94,2.97,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0632LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Paño de limpieza delgado,,unidad,Limpieza e higiene,True
0666LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
0069ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Quinua Negra 500 gr,500 gr,kg,Menestras,True
0402LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lechet niño fresca 900 ml caja,900 ml,lata,Lácteos,True
0319CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,FINAS HIERBAS,,unidad,Abarrotes,True
0144CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,lata,Conservas,False
0357FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pasta lasagña 1 kg,1 kg,kg,Cereales y farináceos,True
SINT0445,Conserva,20.0,9.0,3.24,25.76,0.1117,0,0,2,6,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0622,"Mermelada, mantequilla",23.0,3.0,2.47,23.53,0.095,1,0,3,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0087,Harina,3.0,0.0,0.28,3.14,0.0819,0,0,2,0,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0831,Aves,11.0,7.0,4.58,13.42,0.2544,0,1,1,4,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0563,Infusion,5.0,6.0,3.37,8.11,0.2935,0,0,8,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0264CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mayonesa 850 gr,850 gr,unidad,Abarrotes,True
0675EM,Otros,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,real,Salchicha huachana,,unidad,Otros,True
0419MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mermelada 700 gr,700 gr,unidad,Abarrotes,True
SINT0920,Aves,23.0,8.0,1.16,29.84,0.0374,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0484,Infusion,44.0,3.0,2.23,44.77,0.0474,0,1,2,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0975,Menestras,50.0,2.0,1.0,51.0,0.0192,0,1,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0730,Aves,25.0,2.0,1.34,25.66,0.0496,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0187AZ,Azucar,2.0,5.0,0.0,7.0,0.0,1,0,0,4,0,real,Azucar blanca 2 kg,2 kg,kg,Abarrotes,True
SINT0951,Snacks,46.0,0.0,2.93,43.07,0.0637,0,1,1,2,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0356FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pasta lasagña 500 gr,500 gr,kg,Cereales y farináceos,True
SINT0298,Harina,0.0,0.0,1.55,-1.55,0.0,0,0,3,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0354FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Fideos largos sin gluten,,kg,Cereales y farináceos,True
0496AV,Aves,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pollo Sasami bandeJA,bandeja,kg,Avícolas,True
SINT0607,Snacks,27.0,5.0,1.12,30.88,0.035,0,1,6,6,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0148,Limpieza,0.0,3.0,5.56,-2.56,1.8533,0,0,4,4,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0987,Vacuno,39.0,3.0,3.51,38.49,0.0836,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0662,"Condimentos, Salsas, cremas",11.0,3.0,2.32,11.31,0.1702,0,1,5,4,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0240HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Harina de quinua 200gr,200 gr,kg,Cereales y farináceos,True
SINT0392,"Condimentos, Salsas, cremas",6.0,7.0,11.99,1.01,0.9223,0,0,6,0,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0723,"Condimentos, Salsas, cremas",17.0,7.0,2.33,21.67,0.0971,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0572,"Condimentos, Salsas, cremas",6.0,7.0,4.34,8.66,0.3338,0,0,5,5,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0430MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Crema de avellana 1 kg,1 kg,unidad,Abarrotes,True
SINT0645,Limpieza,6.0,4.0,3.36,6.89,0.3279,0,0,6,5,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0042,Limpieza,0.0,4.0,11.49,-7.49,2.8725,0,1,5,4,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0677EM,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
SINT0959,"Condimentos, Salsas, cremas",36.0,9.0,2.54,42.46,0.0564,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0483PE,Pescado,0.0,10.0,29.0,-19.0,2.9,0,0,4,1,1,real,Filete de tilapa x 1kg (01 caja x10 kg),1 kg,kg,Cárnicos y pescados,True
SINT0715,Conserva,10.0,0.0,0.89,8.97,0.0903,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0122,"Condimentos, Salsas, cremas",0.0,6.0,8.3,-2.3,1.3833,0,0,3,4,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0808,Infusion,10.0,0.0,0.94,9.06,0.094,0,0,5,2,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0738,Fideos,43.0,4.0,1.83,45.17,0.0389,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0731,Menestras,12.0,8.0,1.68,18.32,0.084,0,1,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0734,Frutos secos,14.0,7.0,5.21,15.79,0.2481,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
SINT0595,Menestras,8.0,3.0,2.72,8.73,0.2376,0,0,5,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0334,Limpieza,0.0,0.0,0.46,-0.46,0.0,0,0,7,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0992,"Condimentos, Salsas, cremas",24.0,2.0,1.18,24.82,0.0454,0,1,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0243HA,Harina,0.0,0.0,1.0,-1.0,0.0,0,0,1,0,1,real,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
SINT0429,Cereal,38.0,0.0,0.46,37.54,0.0121,0,0,0,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0972,Menestras,45.0,4.0,1.21,47.79,0.0247,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0305CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,COMINO MOLIDO,,unidad,Abarrotes,True
SINT0806,Cereal,43.0,2.0,1.93,43.07,0.0429,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0736,Conserva,21.0,0.0,0.07,20.93,0.0033,0,0,2,5,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0695,Instantaneo,26.0,4.0,2.54,27.46,0.0847,0,0,1,1,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0700,Azucar,26.0,5.0,2.26,28.74,0.0729,0,0,5,3,0,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
0420MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mermelada 950 gr,950 gr,unidad,Abarrotes,True
0173CR,Cereal,6.0,0.0,0.0,6.0,0.0,0,0,0,0,0,real,Salvado de trigo 250 gr,250 gr,kg,Cereales y farináceos,True
SINT0104,"Mermelada, mantequilla",0.0,5.0,9.8,-4.8,1.96,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0467,Menestras,42.0,0.0,0.03,41.97,0.0007,0,0,6,4,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0604,Limpieza,43.0,4.0,2.25,44.75,0.0479,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0046ME,Menestras,1.0,1.0,2.5,-0.5,1.25,0,0,3,1,1,real,Moron 500 gr,500 gr,kg,Menestras,True
SINT0290,Limpieza,0.0,7.0,10.39,-3.39,1.4843,0,0,1,4,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0687,Menestras,50.0,0.0,0.61,49.39,0.0122,0,0,3,1,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0535VA,Vacuno,2.0,2.0,0.0,4.0,0.0,1,0,0,2,1,real,Bisteck,,kg,Cárnicos y pescados,True
0617LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Acido Limpiador Sacasarro 4 lt,4 lt,unidad,Limpieza e higiene,True
0455SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Galleta chocolate,,paquete,Snacks y dulces,True
SINT0674,Menestras,27.0,6.0,3.34,29.66,0.1012,0,1,0,4,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0546,Azucar,25.0,4.0,1.42,27.58,0.049,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
0437FS,Frutos secos,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,real,Mix de Fruto Secos 150 gr,150 gr,kg,Snacks y dulces,True
0566LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Detergente en polvo 10 Kg,10 kg,unidad,Limpieza e higiene,True
0178CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Maizena 10 kl,10 kg,kg,Cereales y farináceos,True
SINT0904,Instantaneo,15.0,5.0,2.85,17.15,0.1425,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0963,Menestras,34.0,5.0,1.92,37.08,0.0492,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0370IN,Infusion,11.0,0.0,0.0,11.0,0.0,0,0,0,0,0,real,Anis 100 und,100 und,caja,Bebidas e infusiones,True
0671EM,Embutidos,0.0,7.0,0.0,7.0,0.0,1,0,0,3,0,real,Chorizo Finas Hierbas x4,,paquete,Cárnicos y pescados,True
SINT0131,Menestras,1.0,5.0,11.79,-5.79,1.965,0,0,6,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0113,Lacteos,0.0,7.0,12.39,-5.39,1.77,0,0,3,1,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0201AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Miel 5 lt,5 lt,kg,Abarrotes,True
0016ME,Menestras,5.0,0.0,0.0,5.0,0.0,0,1,0,0,0,real,Frejol Canario 10,,kg,Menestras,True
0501AV,Aves,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,real,Corazon de pollo,,kg,Avícolas,True
SINT0127,Snacks,0.0,0.0,0.37,-0.37,0.0,0,0,3,1,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0537,Instantaneo,30.0,4.0,3.43,30.57,0.1009,0,0,0,3,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0409LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche 390 bolsitarro niños,,lata,Lácteos,True
0649LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Papel higienico doble hoja,,unidad,Limpieza e higiene,True
SINT0045,Azucar,0.0,2.0,3.66,-1.66,1.83,0,0,6,3,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0225,Menestras,0.0,6.0,15.95,-9.95,2.6583,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0528CE,Cerdo,4.0,3.98,1.0,6.98,0.12531328320802,0,0,1,4,0,real,Medallon de lomo,,kg,Cárnicos y pescados,True
0202AZ,Azucar,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,real,Azucar rubia 25 kg,25 kg,kg,Abarrotes,True
SINT0492,Frutos secos,34.0,7.0,3.15,37.85,0.0768,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0386IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Te verde 100 und,100 und,caja,Bebidas e infusiones,True
SINT0152,Limpieza,0.0,5.0,9.33,-4.33,1.866,0,0,3,5,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0289,Conserva,0.0,6.0,7.71,-1.71,1.285,0,0,4,4,1,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0919,"Condimentos, Salsas, cremas",20.0,0.0,0.73,19.27,0.0365,0,0,6,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0212,Azucar,0.0,4.0,7.52,-3.52,1.88,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0220,Azucar,0.0,9.0,7.84,1.16,0.8711,1,1,3,1,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0272,Snacks,0.0,4.0,9.9,-5.9,2.475,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0058ME,Menestras,3.0,9.0,3.0,9.0,0.25,1,0,1,6,0,real,Papa Seca 500 gr,500 gr,kg,Menestras,True
SINT0359,Conserva,0.0,2.0,5.14,-3.14,2.57,0,0,5,3,1,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0045ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mazi Cancha 5 kg,5 kg,kg,Menestras,True
0102AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Aceite de Oliva Extra Virgen 900 ml,900 ml,litro,Abarrotes,True
0277CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Ketchup 200 gr,200 gr,unidad,Abarrotes,True
SINT0178,Frutos secos,0.0,0.0,0.22,-0.22,0.0,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0103AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Aceite de Oliva Extra Virgen 5 lt,5 lt,litro,Abarrotes,True
SINT0973,Limpieza,34.0,0.0,0.37,33.63,0.0109,0,0,2,6,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0109AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Aceite de Canola Spray 170,,litro,Abarrotes,True
0544VA,Vacuno,4.0,0.0,1.0,3.0,0.25,0,0,1,0,1,real,Asado pejerrey,,kg,Cárnicos y pescados,True
0503AV,Aves,2.0,2.0,0.0,4.0,0.0,1,0,0,2,1,real,Alas con sabor,,kg,Avícolas,True
0581LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Suavizante de ropa 1.5 L,1.5 lt,unidad,Limpieza e higiene,True
0643LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Bolsa basura 30 LT,30 lt,unidad,Limpieza e higiene,True
SINT0135,"Condimentos, Salsas, cremas",0.0,5.0,11.64,-6.64,2.328,0,1,1,0,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0193,Harina,7.0,2.0,5.08,3.65,0.5818,0,0,4,4,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0891,Instantaneo,7.0,6.0,2.34,10.52,0.182,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0942,Cerdo,22.0,0.0,0.74,21.26,0.0336,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0342,Menestras,2.0,4.0,9.31,-3.31,1.5517,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0131CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Mix Verdura 184 gr,184 gr,lata,Conservas,True
0375IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Infusion digestiva 25 und,25 und,caja,Bebidas e infusiones,True
SINT0071,Menestras,0.0,10.0,19.86,-9.86,1.986,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0166,"Condimentos, Salsas, cremas",4.0,7.0,7.69,3.8,0.6695,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0668,Menestras,33.0,8.0,6.13,34.87,0.1495,0,0,6,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0320,Vacuno,0.0,0.0,0.96,-0.96,0.0,0,1,2,2,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0455,Menestras,0.0,12.0,5.18,6.82,0.4317,0,0,5,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0563LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Detergente en polvo 2 Kg,2 kg,unidad,Limpieza e higiene,True
0334GE,"Gelatina, postres",5.0,0.0,0.0,5.0,0.0,0,0,0,0,0,real,Gelatina 5 kg,5 kg,unidad,Snacks y dulces,True
0540VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Higado de res 500 gr,500 gr,kg,Cárnicos y pescados,True
SINT0173,Menestras,0.0,6.0,9.6,-3.6,1.6,0,0,6,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0741,Azucar,14.0,0.0,2.18,12.02,0.1536,0,0,0,4,0,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0897,Limpieza,23.0,7.0,1.75,28.25,0.0583,0,0,1,1,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0624LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lavavajilla 1 lt,1 lt,unidad,Limpieza e higiene,True
SINT0800,Vacuno,4.0,7.0,2.43,8.37,0.225,0,0,1,4,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0008,Conserva,0.0,0.0,0.45,-0.45,0.0,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0489PE,Pescado,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0931,"Gelatina, postres",33.0,7.0,2.1,37.9,0.0525,0,0,1,4,0,sintetico,Registro técnico (sin descripción),,unidad,Snacks y dulces,False
SINT0218,Harina,0.0,5.0,12.7,-7.7,2.54,0,1,2,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0211,Aves,0.0,0.0,0.19,-0.19,0.0,0,0,5,3,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0847,"Condimentos, Salsas, cremas",7.0,4.0,2.99,7.91,0.2743,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0134,Frutos secos,0.0,2.0,5.57,-3.57,2.785,0,0,6,2,1,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0229IN,Instantaneo,0.0,68.0,0.0,68.0,0.0,0,0,0,1,0,real,Chocolisto marshmallow 150,,unidad,Bebidas e infusiones,True
0234HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Harina s/preparar 180 gr,180 gr,kg,Cereales y farináceos,True
0656LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Papel toalla rollo,,unidad,Limpieza e higiene,True
SINT0766,Cereal,22.0,6.0,4.1,23.9,0.1464,0,0,6,2,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0788,"Mermelada, mantequilla",7.0,3.0,1.27,8.73,0.127,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0166CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cereal 450 gr caja,450 gr,kg,Cereales y farináceos,True
0431MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cirope miel de maple,,unidad,Abarrotes,True
SINT0096,Vacuno,0.0,5.0,6.85,-1.85,1.37,0,0,4,3,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0269CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Sal Maras 500 gr,500 gr,unidad,Abarrotes,True
0151CR,Cereal,7.0,0.0,0.0,7.0,0.0,0,0,0,0,0,real,Avena 10 kl,10 kg,kg,Cereales y farináceos,True
0429MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Crema de avellana 200,,unidad,Abarrotes,True
SINT0786,"Mermelada, mantequilla",31.0,2.0,1.38,31.62,0.0418,0,0,4,5,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0605LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Limpiador Multiusos Antibacteria 5 Lt,5 lt,unidad,Limpieza e higiene,True
SINT0374,Limpieza,0.0,0.0,2.27,-2.27,0.0,0,0,6,0,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0308CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,PALILLO,,unidad,Abarrotes,True
0195AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Azucar Impalpable 1kg,1 kg,kg,Abarrotes,True
0311CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,ESCENCIA DE VAINILLA,,unidad,Abarrotes,True
0608LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Desinfectante en aerosol 360 ml,360 ml,unidad,Limpieza e higiene,True
0065ME,Menestras,4.0,7.0,14.75,-3.75,1.3409090909090908,1,1,5,7,1,real,Quinua 500 gr,500 gr,kg,Menestras,True
SINT0514,Azucar,7.0,5.0,1.97,10.03,0.1642,1,0,3,2,0,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0614,Limpieza,49.0,5.0,2.0,52.0,0.037,0,1,1,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0056,Limpieza,0.0,3.0,4.03,-1.03,1.3433,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0950,Conserva,10.0,0.0,0.49,9.55,0.0488,0,0,3,2,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0472,Infusion,23.0,2.0,1.26,23.74,0.0504,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0398LA,Lacteos,0.0,5.0,0.0,5.0,0.0,0,0,0,2,0,real,Leche 900 ml caja,900 ml,lata,Lácteos,True
SINT0381,Aves,0.0,3.0,7.88,-4.88,2.6267,0,1,8,1,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0387IN,Infusion,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,real,Te verde saborizado 25,,caja,Bebidas e infusiones,True
SINT0882,Menestras,10.0,0.0,3.32,6.68,0.332,0,0,4,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0221IN,Instantaneo,9.0,0.0,0.0,9.0,0.0,0,0,0,0,0,real,Milo 700 gr lata,700 gr,unidad,Bebidas e infusiones,True
0599LI,Limpieza,48.0,0.0,0.0,48.0,0.0,0,0,0,0,0,real,Jabon ropa barra,,unidad,Limpieza e higiene,True
0289CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Polvo curcuma 25 gr,25 gr,unidad,Abarrotes,True
0484PE,Pescado,0.0,40.0,5.0,35.0,0.125,0,0,1,1,0,real,Filete de tilapa x 1kg (04 caja x10 kg),1 kg,kg,Cárnicos y pescados,True
SINT0624,Harina,8.0,3.0,2.81,8.19,0.2555,0,0,5,6,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0550VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Fibe ancho,,kg,Cárnicos y pescados,True
0365IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Te 25 und,25 und,caja,Bebidas e infusiones,True
SINT0986,Cereal,5.0,5.0,3.55,6.45,0.355,1,0,2,1,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
