id_ml_costo,id_semana,semana_inicio,anio,mes,semana_iso,id_producto,id_categoria,familias_activas,pacientes_activos,pacientes_alta_criticidad,nuevos_casos,reingresos,ocupacion_albergue,campania_donacion_activa,indice_donaciones_entrantes,temporada_invierno,temporada_navidad,stock_inicio_semana,ingresos_semana,cantidad_necesaria,cantidad_entregada,demanda_no_cubierta,stock_fin_semana,precio_unitario_estimado,rolling_cantidad_4sem,rolling_costo_4sem,rolling_no_cubierta_4sem,rolling_precio_4sem,target_cantidad_siguiente_semana,target_costo_siguiente_semana
152,152,2026-05-25,2026,5,22,1,1,93,100,18,5,11,0.925,0,0.706,1,0,12,21,22,22,0,11,20.47,20.0,416.65250000000003,0.0,20.822499999999998,20.0,429.6
153,153,2026-06-01,2026,6,23,1,1,103,123,29,3,6,1.0,1,0.836,1,0,11,18,20,20,0,9,21.48,20.75,433.7625,0.0,20.915,21.0,410.76
154,154,2026-06-08,2026,6,24,1,1,101,127,26,4,7,1.0,0,0.666,1,0,9,18,21,21,0,6,19.56,20.75,440.2625,0.0,21.24,22.0,455.4
155,155,2026-06-15,2026,6,25,1,1,103,118,27,3,6,1.0,0,0.507,1,0,6,26,22,22,0,10,20.7,20.75,433.175,0.0,20.9025,19.0,408.12
156,1,2023-07-03,2023,7,27,2,1,51,58,9,5,5,0.476,1,0.919,1,0,20,10,11,11,0,19,3.3,11.0,36.3,0.0,3.3,14.0,47.04
157,2,2023-07-10,2023,7,28,2,1,56,63,11,1,8,0.574,0,0.661,1,0,19,0,14,14,0,5,3.36,11.0,36.3,0.0,3.3,13.0,42.25
158,3,2023-07-17,2023,7,29,2,1,53,69,11,2,7,0.527,0,0.759,1,0,5,15,13,13,0,7,3.25,12.5,41.67,0.0,3.33,13.0,42.12
159,4,2023-07-24,2023,7,30,2,1,54,65,14,5,7,0.532,0,0.615,1,0,7,11,13,13,0,5,3.24,12.666666666666666,41.86333333333334,0.0,3.3033333333333332,13.0,41.47
160,5,2023-07-31,2023,7,31,2,1,50,57,12,3,6,0.547,1,0.989,1,0,5,18,13,13,0,10,3.19,12.75,41.927499999999995,0.0,3.2875,12.0,37.32
161,6,2023-08-07,2023,8,32,2,1,49,57,12,4,6,0.516,0,0.487,1,0,10,0,12,10,2,0,3.11,13.25,43.22,0.0,3.2600000000000002,12.0,39.0
162,7,2023-08-14,2023,8,33,2,1,54,62,13,4,8,0.528,0,0.565,1,0,0,18,12,12,0,6,3.25,12.75,40.79,0.5,3.1975,15.0,49.5
163,8,2023-08-21,2023,8,34,2,1,48,62,14,1,2,0.434,0,0.826,1,0,6,21,15,15,0,12,3.3,12.5,39.9775,0.5,3.1975,13.0,41.6
164,9,2023-08-28,2023,8,35,2,1,45,48,7,4,2,0.403,0,0.499,1,0,12,9,13,13,0,8,3.2,13.0,41.8225,0.5,3.2125,15.0,50.7
165,10,2023-09-04,2023,9,36,2,1,58,65,10,4,5,0.519,1,0.643,1,0,8,0,15,8,7,0,3.38,13.0,41.855000000000004,0.5,3.215,13.0,43.03
166,11,2023-09-11,2023,9,37,2,1,54,58,11,3,5,0.532,0,0.757,1,0,0,20,13,13,0,7,3.31,13.75,45.2,1.75,3.2825,16.0,49.92
167,12,2023-09-18,2023,9,38,2,1,60,75,13,2,6,0.626,0,0.6,1,0,7,0,16,7,9,0,3.12,14.0,46.2075,1.75,3.2975000000000003,14.0,44.24
168,13,2023-09-25,2023,9,39,2,1,56,63,8,1,11,0.547,0,0.532,1,0,0,14,14,14,0,0,3.16,14.25,46.3125,4.0,3.2525,15.0,48.45
169,14,2023-10-02,2023,10,40,2,1,53,61,13,2,10,0.523,0,0.622,0,0,0,25,15,15,0,10,3.23,14.5,46.9725,4.0,3.2425,16.0,53.28
170,15,2023-10-09,2023,10,41,2,1,58,68,9,5,10,0.583,0,0.557,0,0,10,11,16,16,0,5,3.33,14.5,46.410000000000004,2.25,3.205,15.0,48.6
171,16,2023-10-16,2023,10,42,2,1,52,59,12,5,10,0.541,0,0.597,0,0,5,0,15,5,10,0,3.24,15.25,48.972500000000004,2.25,3.2100000000000004,16.0,52.32
172,17,2023-10-23,2023,10,43,2,1,52,58,11,2,5,0.501,0,0.657,0,0,0,19,16,16,0,3,3.27,15.0,48.642500000000005,2.5,3.24,13.0,40.95
173,18,2023-10-30,2023,10,44,2,1,50,55,12,1,9,0.443,0,0.56,0,0,3,0,13,3,10,0,3.15,15.5,50.6625,2.5,3.2675,19.0,63.84
174,19,2023-11-06,2023,11,45,2,1,59,62,11,2,2,0.632,1,0.829,0,1,0,22,19,19,0,3,3.36,15.0,48.7875,5.0,3.2475,15.0,51.0
175,20,2023-11-13,2023,11,46,2,1,60,63,10,4,5,0.561,1,0.757,0,1,3,19,15,15,0,7,3.4,15.75,51.4275,5.0,3.255,14.0,47.32
176,21,2023-11-20,2023,11,47,2,1,58,63,14,2,5,0.542,0,0.521,0,1,7,0,14,7,7,0,3.38,15.75,52.0275,2.5,3.295,16.0,50.08
177,22,2023-11-27,2023,11,48,2,1,60,76,10,1,10,0.614,1,0.894,0,1,0,23,16,16,0,7,3.13,15.25,50.7775,4.25,3.3225,13.0,41.47
178,23,2023-12-04,2023,12,49,2,1,49,58,8,1,7,0.47,1,0.898,0,1,7,14,13,13,0,8,3.19,16.0,53.06,1.75,3.3175,18.0,60.3
179,24,2023-12-11,2023,12,50,2,1,59,63,11,1,10,0.641,1,1.076,0,1,8,28,18,18,0,18,3.35,14.5,47.4675,1.75,3.275,17.0,56.78
180,25,2023-12-18,2023,12,51,2,1,56,72,15,3,7,0.571,0,0.833,0,1,18,8,17,17,0,9,3.34,15.25,49.7925,1.75,3.2624999999999997,17.0,54.91
181,26,2023-12-25,2023,12,52,2,1,61,73,10,4,5,0.619,0,0.708,0,1,9,23,17,17,0,15,3.23,16.0,52.1575,0.0,3.2525,15.0,47.7
182,27,2024-01-01,2024,1,1,2,1,56,59,12,5,4,0.543,1,0.793,0,0,15,14,15,15,0,14,3.18,16.25,53.365,0.0,3.2775,15.0,49.8
183,28,2024-01-08,2024,1,2,2,1,58,61,7,1,8,0.554,1,0.845,0,0,14,17,15,15,0,16,3.32,16.75,54.9225,0.0,3.275,15.0,50.55
184,29,2024-01-15,2024,1,3,2,1,57,66,12,0,5,0.602,1,0.76,0,0,16,13,15,15,0,14,3.37,16.0,52.2975,0.0,3.2675,17.0,53.89
185,30,2024-01-22,2024,1,4,2,1,63,72,16,3,6,0.574,0,0.688,0,0,14,0,17,14,3,0,3.17,15.5,50.739999999999995,0.0,3.2750000000000004,16.0,54.4
186,31,2024-01-29,2024,1,5,2,1,64,77,13,1,10,0.613,0,0.623,0,0,0,19,16,16,0,3,3.4,15.5,50.485,0.75,3.26,13.0,43.16
187,32,2024-02-05,2024,2,6,2,1,48,55,11,3,3,0.518,0,0.866,0,0,3,14,13,13,0,4,3.32,15.75,52.160000000000004,0.75,3.315,20.0,64.2
188,33,2024-02-12,2024,2,7,2,1,69,82,16,4,8,0.693,0,0.86,0,0,4,26,20,20,0,10,3.21,15.25,50.5,0.75,3.315,18.0,56.34
189,34,2024-02-19,2024,2,8,2,1,60,72,17,7,7,0.586,0,0.565,0,0,10,12,18,18,0,4,3.13,16.5,53.912499999999994,0.75,3.2750000000000004,13.0,42.51
190,35,2024-02-26,2024,2,9,2,1,57,69,10,3,3,0.534,0,0.44,0,0,4,11,13,13,0,2,3.27,16.75,54.525,0.0,3.2649999999999997,16.0,51.2
191,36,2024-03-04,2024,3,10,2,1,52,63,9,4,5,0.527,0,0.824,0,0,2,21,16,16,0,7,3.2,16.0,51.552499999999995,0.0,3.2325,14.0,46.34
192,37,2024-03-11,2024,3,11,2,1,58,62,15,0,8,0.567,0,0.76,0,0,7,15,14,14,0,8,3.31,16.75,53.5625,0.0,3.2025,15.0,49.8
193,38,2024-03-18,2024,3,12,2,1,59,74,17,3,8,0.6,0,0.63,0,0,8,0,15,8,7,0,3.32,15.25,49.097500000000004,0.0,3.2275,18.0,58.32
194,39,2024-03-25,2024,3,13,2,1,66,84,18,4,8,0.735,0,0.68,0,0,0,26,18,18,0,8,3.24,14.5,47.4625,1.75,3.275,17.0,55.25
195,40,2024-04-01,2024,4,14,2,1,61,76,18,4,7,0.568,0,0.573,0,0,8,0,17,8,9,0,3.25,15.75,51.415000000000006,1.75,3.2675,15.0,50.25
196,41,2024-04-08,2024,4,15,2,1,59,68,13,5,3,0.533,1,0.823,0,0,0,19,15,15,0,4,3.35,16.0,52.427499999999995,4.0,3.28,16.0,53.12
197,42,2024-04-15,2024,4,16,2,1,63,74,15,1,10,0.67,0,0.502,0,0,4,22,16,16,0,10,3.32,16.25,53.405,4.0,3.29,15.0,52.8
198,43,2024-04-22,2024,4,17,2,1,60,67,12,9,9,0.523,0,0.85,0,0,10,14,15,15,0,9,3.52,16.5,54.235,2.25,3.29,16.0,54.4
199,44,2024-04-29,2024,4,18,2,1,61,70,9,4,7,0.606,1,0.747,0,0,9,17,16,16,0,10,3.4,15.75,52.855000000000004,2.25,3.3600000000000003,20.0,65.6
200,45,2024-05-06,2024,5,19,2,1,68,80,13,3,3,0.73,0,0.433,1,0,10,12,20,20,0,2,3.28,15.5,52.6425,0.0,3.3975,19.0,65.17
201,46,2024-05-13,2024,5,20,2,1,69,89,12,7,8,0.657,0,0.782,1,0,2,24,19,19,0,7,3.43,16.75,56.480000000000004,0.0,3.38,17.0,56.27
202,47,2024-05-20,2024,5,21,2,1,67,83,11,0,5,0.65,1,0.784,1,0,7,18,17,17,0,8,3.31,17.5,59.4925,0.0,3.4075,16.0,52.96
203,48,2024-05-27,2024,5,22,2,1,62,68,13,7,6,0.632,1,0.85,1,0,8,0,16,8,8,0,3.31,18.0,60.36,0.0,3.3549999999999995,18.0,56.88
204,49,2024-06-03,2024,6,23,2,1,64,69,11,9,6,0.669,0,0.609,1,0,0,23,18,18,0,5,3.16,18.0,60.0,2.0,3.3325,17.0,57.12
205,50,2024-06-10,2024,6,24,2,1,67,74,9,1,8,0.605,1,0.784,1,0,5,19,17,17,0,7,3.36,17.5,57.82,2.0,3.3025,18.0,58.14
206,51,2024-06-17,2024,6,25,2,1,69,83,13,2,6,0.723,0,0.637,1,0,7,23,18,18,0,12,3.23,17.0,55.807500000000005,2.0,3.285,20.0,69.6
207,52,2024-06-24,2024,6,26,2,1,69,84,18,4,8,0.678,0,0.651,1,0,12,0,20,12,8,0,3.48,17.25,56.275,2.0,3.265,17.0,57.97
208,53,2024-07-01,2024,7,27,2,1,65,76,16,3,4,0.696,0,0.412,1,0,0,20,17,17,0,3,3.41,18.25,60.434999999999995,2.0,3.3075,18.0,59.04
209,54,2024-07-08,2024,7,28,2,1,67,76,13,4,7,0.646,1,0.759,1,0,3,20,18,18,0,5,3.28,18.0,60.707499999999996,2.0,3.37,21.0,68.25
210,55,2024-07-15,2024,7,29,2,1,68,84,19,6,7,0.674,1,0.681,1,0,5,23,21,21,0,7,3.25,18.25,61.18749999999999,2.0,3.35,21.0,70.98
211,56,2024-07-22,2024,7,30,2,1,70,89,12,4,7,0.637,0,0.772,1,0,7,26,21,21,0,12,3.38,19.0,63.714999999999996,2.0,3.355,19.0,61.94
212,57,2024-07-29,2024,7,31,2,1,71,84,19,6,2,0.717,1,0.781,1,0,12,20,19,19,0,13,3.26,19.25,64.06,0.0,3.33,20.0,66.0
213,58,2024-08-05,2024,8,32,2,1,76,81,14,0,4,0.768,0,0.471,1,0,13,17,20,20,0,10,3.3,19.75,65.0525,0.0,3.2925,14.0,48.02
214,59,2024-08-12,2024,8,33,2,1,68,75,15,2,7,0.687,0,0.687,1,0,10,0,14,10,4,0,3.43,20.25,66.7925,0.0,3.2975,16.0,54.08
215,60,2024-08-19,2024,8,34,2,1,66,79,13,5,2,0.664,0,0.497,1,0,0,20,16,16,0,4,3.38,18.5,61.735,1.0,3.3425000000000002,14.0,48.02
216,61,2024-08-26,2024,8,35,2,1,65,81,19,3,7,0.64,0,0.676,1,0,4,16,14,14,0,6,3.43,17.25,57.51,1.0,3.3425,15.0,51.0
217,62,2024-09-02,2024,9,36,2,1,65,77,10,7,8,0.664,0,0.543,1,0,6,0,15,6,9,0,3.4,16.0,54.03,1.0,3.385,19.0,63.46
218,63,2024-09-09,2024,9,37,2,1,69,81,13,3,8,0.686,0,0.732,1,0,0,30,19,19,0,11,3.34,14.75,50.28,3.25,3.41,15.0,51.0
219,64,2024-09-16,2024,9,38,2,1,68,80,15,2,3,0.658,1,0.739,1,0,11,11,15,15,0,7,3.4,16.0,54.14,2.25,3.3875,20.0,69.2
220,65,2024-09-23,2024,9,39,2,1,74,91,16,2,5,0.725,0,0.694,1,0,7,19,20,20,0,6,3.46,15.75,53.37,2.25,3.3925,17.0,57.46
221,66,2024-09-30,2024,9,40,2,1,73,91,13,1,8,0.841,0,0.606,1,0,6,23,17,17,0,12,3.38,17.25,58.665,2.25,3.4,19.0,66.69
222,67,2024-10-07,2024,10,41,2,1,73,81,13,4,7,0.761,0,0.604,0,0,12,16,19,19,0,9,3.51,17.75,60.28000000000001,0.0,3.395,17.0,56.95
223,68,2024-10-14,2024,10,42,2,1,74,84,16,3,4,0.684,0,0.891,0,0,9,15,17,17,0,7,3.35,17.75,61.087500000000006,0.0,3.4375,18.0,59.76
224,69,2024-10-21,2024,10,43,2,1,76,93,16,1,4,0.775,0,0.837,0,0,7,19,18,18,0,8,3.32,18.25,62.575,0.0,3.425,18.0,60.3
225,70,2024-10-28,2024,10,44,2,1,70,85,18,1,6,0.76,1,0.995,0,0,8,25,18,18,0,15,3.35,17.75,60.215,0.0,3.39,18.0,62.64
226,71,2024-11-04,2024,11,45,2,1,77,92,21,6,3,0.749,1,0.929,0,1,15,17,18,18,0,14,3.48,18.0,60.925,0.0,3.3825,21.0,76.44
227,72,2024-11-11,2024,11,46,2,1,85,98,19,2,7,0.852,0,0.542,0,1,14,0,21,14,7,0,3.64,17.75,59.9125,0.0,3.375,22.0,77.22
228,73,2024-11-18,2024,11,47,2,1,74,81,19,2,8,0.767,1,1.012,0,1,0,0,22,0,22,0,3.51,18.75,64.785,1.75,3.4475,21.0,69.72
229,74,2024-11-25,2024,11,48,2,1,76,84,15,4,7,0.676,0,0.51,0,1,0,33,21,21,0,12,3.32,19.75,69.15,7.25,3.495,18.0,60.66
230,75,2024-12-02,2024,12,49,2,1,70,80,12,3,10,0.683,0,0.627,0,1,12,0,18,12,6,0,3.37,20.5,71.505,7.25,3.4875,19.0,64.41
231,76,2024-12-09,2024,12,50,2,1,74,88,16,5,9,0.77,0,0.517,0,1,0,26,19,19,0,7,3.39,20.5,71.00999999999999,8.75,3.46,21.0,70.35
232,77,2024-12-16,2024,12,51,2,1,79,89,12,2,8,0.775,0,0.492,0,1,7,0,21,7,14,0,3.35,20.0,68.0025,7.0,3.3975,21.0,73.5
233,78,2024-12-23,2024,12,52,2,1,82,95,18,3,6,0.847,1,0.834,0,1,0,30,21,21,0,9,3.5,19.75,66.285,5.0,3.3575000000000004,20.0,71.6
234,79,2024-12-30,2024,12,1,2,1,68,77,10,5,9,0.723,0,0.521,0,1,9,0,20,9,11,0,3.58,19.75,67.22999999999999,5.0,3.4025000000000003,20.0,67.0
235,80,2025-01-06,2025,1,2,2,1,78,96,15,3,5,0.816,0,0.619,0,0,0,0,20,0,20,0,3.35,20.25,69.965,6.25,3.455,20.0,69.2
236,81,2025-01-13,2025,1,3,2,1,83,107,22,3,6,0.775,0,0.872,0,0,0,0,20,0,20,0,3.46,20.5,70.6125,11.25,3.445,21.0,70.14
237,82,2025-01-20,2025,1,4,2,1,82,92,19,6,10,0.822,0,0.541,0,0,0,27,21,21,0,6,3.34,20.25,70.325,12.75,3.4725,18.0,61.38
238,83,2025-01-27,2025,1,5,2,1,72,81,14,7,7,0.708,0,0.527,0,0,6,24,18,18,0,12,3.41,20.25,69.485,12.75,3.4325,22.0,76.78
239,84,2025-02-03,2025,2,6,2,1,81,93,15,6,6,0.829,1,0.862,0,0,12,18,22,22,0,8,3.49,19.75,66.93,10.0,3.3899999999999997,18.0,61.2
240,85,2025-02-10,2025,2,7,2,1,80,97,12,1,10,0.844,0,0.725,0,0,8,0,18,8,10,0,3.4,20.25,69.375,5.0,3.425,16.0,54.4
241,86,2025-02-17,2025,2,8,2,1,71,80,15,4,8,0.667,0,0.707,0,0,0,21,16,16,0,5,3.4,19.75,67.375,2.5,3.4099999999999997,18.0,58.86
242,87,2025-02-24,2025,2,9,2,1,75,84,14,4,4,0.719,0,0.376,0,0,5,22,18,18,0,9,3.27,18.5,63.44,2.5,3.4250000000000003,21.0,75.18
243,88,2025-03-03,2025,3,10,2,1,80,91,16,2,5,0.82,0,0.542,0,0,9,19,21,21,0,7,3.58,18.5,62.81,2.5,3.3899999999999997,20.0,68.8
244,89,2025-03-10,2025,3,11,2,1,81,95,19,5,8,0.825,0,0.658,0,0,7,20,20,20,0,7,3.44,18.25,62.410000000000004,2.5,3.4125,21.0,70.77
245,90,2025-03-17,2025,3,12,2,1,81,99,22,5,7,0.767,0,0.937,0,0,7,29,21,21,0,15,3.37,18.75,64.31,0.0,3.4225000000000003,17.0,58.82
246,91,2025-03-24,2025,3,13,2,1,79,84,17,5,6,0.746,1,0.851,0,0,15,18,17,17,0,16,3.46,20.0,68.4025,0.0,3.415,21.0,70.77
247,92,2025-03-31,2025,3,14,2,1,80,97,16,2,7,0.808,0,0.701,0,0,16,12,21,21,0,7,3.37,19.75,68.3925,0.0,3.4625000000000004,22.0,74.58
248,93,2025-04-07,2025,4,15,2,1,76,96,22,2,6,0.775,0,0.469,0,0,7,21,22,22,0,6,3.39,19.75,67.28999999999999,0.0,3.41,21.0,73.5
249,94,2025-04-14,2025,4,16,2,1,79,88,14,2,10,0.696,0,0.729,0,0,6,35,21,21,0,20,3.5,20.25,68.735,0.0,3.3975,21.0,71.19
250,95,2025-04-21,2025,4,17,2,1,72,87,20,2,6,0.761,0,0.74,0,0,20,12,21,21,0,11,3.39,20.25,69.4175,0.0,3.43,16.0,52.96
251,96,2025-04-28,2025,4,18,2,1,77,88,18,2,9,0.716,0,0.81,0,0,11,15,16,16,0,10,3.31,21.25,72.51,0.0,3.4125000000000005,14.0,48.58
252,97,2025-05-05,2025,5,19,2,1,76,88,21,4,7,0.769,0,0.825,1,0,10,0,14,10,4,0,3.47,20.0,68.0575,0.0,3.3975,21.0,72.87
253,98,2025-05-12,2025,5,20,2,1,77,90,16,1,8,0.741,0,0.678,1,0,0,28,21,21,0,7,3.47,18.0,61.557500000000005,1.0,3.4175,18.0,63.72
254,99,2025-05-19,2025,5,21,2,1,83,104,20,5,3,0.8,0,0.752,1,0,7,0,18,7,11,0,3.54,18.0,61.400000000000006,1.0,3.41,24.0,80.4
255,100,2025-05-26,2025,5,22,2,1,82,102,23,3,9,0.831,1,0.906,1,0,0,37,24,24,0,13,3.35,17.25,59.532500000000006,3.75,3.4475,27.0,90.99
256,101,2025-06-02,2025,6,23,2,1,85,108,16,3,1,0.839,0,0.492,1,0,13,0,27,13,14,0,3.37,19.25,66.39250000000001,3.75,3.4575000000000005,20.0,66.4
257,102,2025-06-09,2025,6,24,2,1,87,93,13,1,12,0.865,1,0.804,1,0,0,24,20,20,0,4,3.32,22.5,76.995,6.25,3.4325,21.0,70.14
258,103,2025-06-16,2025,6,25,2,1,79,86,17,2,9,0.842,0,0.589,1,0,4,28,21,21,0,11,3.34,22.25,75.3775,6.25,3.395,20.0,69.0
259,104,2025-06-23,2025,6,26,2,1,83,101,17,6,7,0.849,1,0.674,1,0,11,21,20,20,0,12,3.45,23.0,76.9825,3.5,3.345,22.0,77.0
260,105,2025-06-30,2025,6,27,2,1,85,94,16,2,3,0.821,0,0.641,1,0,12,20,22,22,0,10,3.5,22.0,74.1325,3.5,3.37,20.0,66.8
261,106,2025-07-07,2025,7,28,2,1,77,93,21,2,6,0.765,0,0.703,1,0,10,23,20,20,0,13,3.34,20.75,70.63499999999999,0.0,3.4025,21.0,75.39
262,107,2025-07-14,2025,7,29,2,1,91,106,13,6,7,0.863,0,0.687,1,0,13,20,21,21,0,12,3.59,20.75,70.735,0.0,3.4074999999999998,23.0,80.96
263,108,2025-07-21,2025,7,30,2,1,93,119,15,4,9,0.815,0,0.746,1,0,12,29,23,23,0,18,3.52,20.75,72.0475,0.0,3.4699999999999998,17.0,59.84
264,109,2025-07-28,2025,7,31,2,1,83,106,19,3,6,0.778,1,0.86,1,0,18,16,17,17,0,17,3.52,21.5,75.0375,0.0,3.4875,19.0,65.36
265,110,2025-08-04,2025,8,32,2,1,81,95,12,2,8,0.806,1,0.818,1,0,17,21,19,19,0,19,3.44,20.25,70.7475,0.0,3.4925,20.0,69.8
266,111,2025-08-11,2025,8,33,2,1,90,97,18,8,12,0.864,0,0.84,1,0,19,11,20,20,0,10,3.49,20.0,70.38749999999999,0.0,3.5175,22.0,78.98
267,112,2025-08-18,2025,8,34,2,1,89,101,14,5,8,0.89,0,0.637,1,0,10,0,22,10,12,0,3.59,19.75,68.99,0.0,3.4925,23.0,80.73
268,113,2025-08-25,2025,8,35,2,1,88,108,24,3,8,0.822,0,0.695,1,0,0,32,23,23,0,9,3.51,19.5,68.495,3.0,3.51,21.0,69.93
269,114,2025-09-01,2025,9,36,2,1,88,101,16,6,7,0.886,1,0.985,1,0,9,28,21,21,0,16,3.33,21.0,73.7175,3.0,3.5075,23.0,80.73
270,115,2025-09-08,2025,9,37,2,1,92,118,24,6,9,0.872,1,0.781,1,0,16,22,23,23,0,15,3.51,21.5,74.86,3.0,3.48,19.0,64.98
271,116,2025-09-15,2025,9,38,2,1,82,93,13,3,9,0.841,1,0.925,1,0,15,19,19,19,0,15,3.42,22.25,77.5925,3.0,3.485,25.0,88.75
272,117,2025-09-22,2025,9,39,2,1,94,102,21,3,8,0.948,0,0.871,1,0,15,35,25,25,0,25,3.55,21.5,74.0925,0.0,3.4425,21.0,73.5
273,118,2025-09-29,2025,9,40,2,1,86,106,18,4,4,0.828,0,0.443,1,0,25,8,21,21,0,12,3.5,22.0,76.0975,0.0,3.4524999999999997,23.0,76.36
274,119,2025-10-06,2025,10,41,2,1,92,103,24,3,6,0.934,0,0.431,0,0,12,22,23,23,0,11,3.32,22.0,76.99,0.0,3.495,23.0,80.04
275,120,2025-10-13,2025,10,42,2,1,90,109,14,8,5,0.888,0,0.823,0,0,11,30,23,23,0,18,3.48,22.0,75.89750000000001,0.0,3.4475,20.0,71.0
276,121,2025-10-20,2025,10,43,2,1,81,90,16,3,8,0.776,0,0.738,0,0,18,0,20,18,2,0,3.55,23.0,79.6625,0.0,3.4625,21.0,72.87
277,122,2025-10-27,2025,10,44,2,1,91,104,24,6,8,0.898,0,0.492,0,0,0,0,21,0,21,0,3.47,21.75,75.225,0.5,3.4625000000000004,19.0,67.45
278,123,2025-11-03,2025,11,45,2,1,94,116,24,5,3,0.913,1,0.928,0,1,0,39,19,19,0,20,3.55,21.75,75.0675,5.75,3.455,23.0,78.89
279,124,2025-11-10,2025,11,46,2,1,92,117,21,2,5,0.917,1,0.7,0,1,20,16,23,23,0,13,3.43,20.75,72.84,5.75,3.5125,26.0,95.94
280,125,2025-11-17,2025,11,47,2,1,85,92,14,3,9,0.826,0,0.544,0,1,13,23,26,26,0,10,3.69,20.75,72.5525,5.75,3.5,24.0,86.16
281,126,2025-11-24,2025,11,48,2,1,89,111,22,3,4,0.943,0,0.526,0,1,10,28,24,24,0,14,3.59,22.25,78.7875,5.25,3.5349999999999997,23.0,84.18
282,127,2025-12-01,2025,12,49,2,1,91,96,12,3,4,0.92,1,1.119,0,1,14,29,23,23,0,20,3.66,23.0,82.11,0.0,3.565,25.0,93.25
283,128,2025-12-08,2025,12,50,2,1,89,98,23,0,8,0.892,0,0.474,0,1,20,14,25,25,0,9,3.73,24.0,86.2925,0.0,3.5925,23.0,81.88
284,129,2025-12-15,2025,12,51,2,1,87,96,13,5,6,0.864,0,0.731,0,1,9,20,23,23,0,6,3.56,24.5,89.88250000000001,0.0,3.6675,22.0,78.1
285,130,2025-12-22,2025,12,52,2,1,94,111,14,5,8,0.943,1,0.974,0,1,6,28,22,22,0,12,3.55,23.75,86.3675,0.0,3.6350000000000002,29.0,102.37
286,131,2025-12-29,2025,12,1,2,1,93,113,19,7,7,0.918,0,0.615,0,1,12,26,29,29,0,9,3.53,23.25,84.35249999999999,0.0,3.625,22.0,80.74
287,132,2026-01-05,2026,1,2,2,1,94,115,25,5,5,0.946,1,0.681,0,0,9,32,22,22,0,19,3.67,24.75,88.89999999999999,0.0,3.5925000000000002,26.0,92.3
288,133,2026-01-12,2026,1,3,2,1,84,106,21,3,7,0.878,1,0.932,0,0,19,31,26,26,0,24,3.55,24.0,85.7725,0.0,3.5774999999999997,21.0,74.55
289,134,2026-01-19,2026,1,4,2,1,91,106,19,5,5,0.902,0,0.651,0,0,24,10,21,21,0,13,3.55,24.75,88.3775,0.0,3.5749999999999997,25.0,90.5
290,135,2026-01-26,2026,1,5,2,1,91,96,21,6,6,0.902,1,0.819,0,0,13,22,25,25,0,10,3.62,24.5,87.49000000000001,0.0,3.575,22.0,77.88
291,136,2026-02-02,2026,2,6,2,1,89,113,18,3,3,0.931,0,0.67,0,0,10,22,22,22,0,10,3.54,23.5,84.52250000000001,0.0,3.5974999999999997,26.0,91.78
292,137,2026-02-09,2026,2,7,2,1,100,120,23,2,6,1.0,0,0.714,0,0,10,26,26,26,0,10,3.53,23.5,83.8075,0.0,3.5649999999999995,21.0,76.02
293,138,2026-02-16,2026,2,8,2,1,90,96,19,5,6,0.835,0,0.577,0,0,10,26,21,21,0,15,3.62,23.5,83.6775,0.0,3.56,32.0,114.88
294,139,2026-02-23,2026,2,9,2,1,97,110,25,2,8,1.0,0,0.714,0,0,15,34,32,32,0,17,3.59,23.5,84.04499999999999,0.0,3.5775,28.0,97.44
295,140,2026-03-02,2026,3,10,2,1,96,102,16,5,9,0.975,0,0.677,0,0,17,21,28,28,0,10,3.48,25.25,90.14,0.0,3.57,20.0,71.0
296,141,2026-03-09,2026,3,11,2,1,99,125,29,6,7,1.0,0,0.763,0,0,10,25,20,20,0,15,3.55,26.75,95.03,0.0,3.5549999999999997,23.0,83.03
297,142,2026-03-16,2026,3,12,2,1,91,99,22,10,7,0.917,0,0.342,0,0,15,17,23,23,0,9,3.61,25.25,89.83500000000001,0.0,3.5599999999999996,26.0,93.6
298,143,2026-03-23,2026,3,13,2,1,94,101,20,1,2,0.959,0,0.716,0,0,9,0,26,9,17,0,3.6,25.75,91.58749999999999,0.0,3.5575,27.0,97.74
299,144,2026-03-30,2026,3,14,2,1,101,121,15,3,7,1.0,0,0.797,0,0,0,42,27,27,0,15,3.62,24.25,86.2675,4.25,3.56,23.0,81.42
300,145,2026-04-06,2026,4,15,2,1,99,105,22,5,10,0.977,0,0.383,0,0,15,13,23,23,0,5,3.54,24.0,86.3425,4.25,3.5949999999999998,24.0,84.72
301,146,2026-04-13,2026,4,16,2,1,99,128,22,6,9,0.939,0,0.741,0,0,5,28,24,24,0,9,3.53,24.75,88.94749999999999,4.25,3.5925,22.0,78.1
302,147,2026-04-20,2026,4,17,2,1,100,114,19,4,6,0.998,0,0.543,0,0,9,27,22,22,0,14,3.55,25.0,89.37,4.25,3.5725,23.0,82.8
303,148,2026-04-27,2026,4,18,2,1,102,110,22,4,9,1.0,1,1.046,0,0,14,0,23,14,9,0,3.6,24.0,85.49499999999999,0.0,3.56,25.0,90.25
304,149,2026-05-04,2026,5,19,2,1,94,108,24,3,12,0.912,1,0.94,1,0,0,29,25,25,0,4,3.61,23.0,81.75999999999999,2.25,3.555,24.0,86.16
305,150,2026-05-11,2026,5,20,2,1,98,112,26,7,6,0.97,0,0.515,1,0,4,25,24,24,0,5,3.59,23.5,83.9675,2.25,3.5725,26.0,95.16
